dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,47.954950,8.437429,5.903942,3.578147,1.084287,0.000000,3.573412
0.020000,47.889817,8.407263,5.975722,3.599832,1.084287,-0.000000,3.577248
0.020000,47.824407,8.376663,6.047935,3.621518,1.084287,0.000000,3.581058
0.020000,47.758722,8.345630,6.120582,3.643204,1.084287,0.000000,3.584841
0.020000,47.692763,8.314164,6.193663,3.664889,1.084287,-0.000000,3.588597
0.020000,47.626530,8.282262,6.267178,3.686575,1.084287,-0.000000,3.592323
0.020000,47.560027,8.249925,6.341126,3.708261,1.084287,0.000000,3.596020
0.020000,47.493254,8.217152,6.415508,3.729947,1.084287,0.000000,3.599687
0.020000,47.426213,8.183944,6.490324,3.751632,1.084287,0.000000,3.603321
0.020000,47.358904,8.150299,6.565574,3.773318,1.084287,0.000000,3.606922
0.020000,47.291328,8.116218,6.641257,3.795004,1.084287,0.000000,3.610490
0.020000,47.223488,8.081700,6.717374,3.816690,1.084287,0.000000,3.614023
0.020000,47.155384,8.046746,6.793924,3.838375,1.084287,0.000000,3.617520
0.020000,47.087016,8.011356,6.870909,3.860061,1.084287,-0.000000,3.620980
0.020000,47.018386,7.975530,6.948327,3.881747,1.084287,0.000000,3.624402
0.020000,46.949495,7.939269,7.026179,3.903433,1.084287,0.000000,3.627785
0.020000,46.880342,7.902573,7.104464,3.925118,1.084287,-0.000000,3.631128
0.020000,46.810930,7.865443,7.183183,3.946804,1.084287,-0.000000,3.634431
0.020000,46.741258,7.827880,7.262336,3.968490,1.084287,0.000000,3.637692
0.020000,46.671327,7.789884,7.341923,3.990176,1.084287,0.000000,3.640910
0.020000,46.601138,7.751456,7.421943,4.011861,1.084287,-0.000000,3.644084
0.020000,46.530690,7.712598,7.502397,4.033547,1.084287,0.000000,3.647213
0.020000,46.459984,7.673311,7.583285,4.055233,1.084287,-0.000000,3.650297
0.020000,46.389020,7.633595,7.664607,4.076918,1.084287,-0.000000,3.653334
0.020000,46.317799,7.593453,7.746362,4.098604,1.084287,0.000000,3.656324
0.020000,46.246319,7.552886,7.828551,4.120290,1.084287,0.000000,3.659265
0.020000,46.174582,7.511895,7.911174,4.141976,1.084287,0.000000,3.662157
0.020000,46.102586,7.470483,7.994230,4.163661,1.084287,0.000000,3.664999
0.020000,46.030332,7.428650,8.077720,4.185347,1.084287,0.000000,3.667789
0.020000,45.957819,7.386400,8.161644,4.207033,1.084287,0.000000,3.670526
0.020000,45.885047,7.343734,8.246001,4.228719,1.084287,0.000000,3.673211
0.020000,45.812361,7.300859,8.330391,4.210225,-0.924672,-100.447937,3.675829
0.020000,45.740131,7.258002,8.414378,4.188539,-1.084287,-7.980746,3.678368
0.020000,45.668380,7.215186,8.497932,4.166854,-1.084287,-0.000000,3.680828
0.020000,45.597106,7.172420,8.581053,4.145168,-1.084287,0.000000,3.683210
0.020000,45.526303,7.129712,8.663739,4.123482,-1.084287,0.000000,3.685515
