dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,42.148844,3.675783,12.749577,2.657703,-1.034675,-0.093857,3.714034
0.020000,42.104501,3.647232,12.802317,2.636978,-1.036231,-0.077802,3.713237
0.020000,42.060484,3.618941,12.854641,2.616223,-1.037776,-0.077257,3.712423
0.020000,42.016794,3.590912,12.906550,2.595437,-1.039311,-0.076741,3.711591
0.020000,41.973430,3.563143,12.958042,2.574620,-1.040836,-0.076252,3.710743
0.020000,41.930395,3.535636,13.009118,2.553773,-1.042352,-0.075789,3.709880
0.020000,41.887687,3.508391,13.059776,2.532896,-1.043859,-0.075350,3.709001
0.020000,41.845308,3.481409,13.110015,2.511989,-1.045354,-0.074757,3.708107
0.020000,41.803258,3.454689,13.159836,2.491051,-1.046855,-0.075070,3.707200
0.020000,41.761538,3.428232,13.209238,2.470085,-1.048328,-0.073632,3.706279
0.020000,41.720148,3.402039,13.258220,2.449089,-1.049807,-0.073981,3.705345
0.020000,41.679089,3.376109,13.306781,2.428063,-1.051277,-0.073461,3.704398
0.020000,41.638362,3.350443,13.354921,2.407008,-1.052739,-0.073132,3.703440
0.020000,41.597967,3.325040,13.402640,2.385925,-1.054196,-0.072816,3.702470
0.020000,41.557904,3.299902,13.449936,2.364812,-1.055646,-0.072509,3.701490
0.020000,41.518176,3.275027,13.496809,2.343670,-1.057090,-0.072210,3.700499
0.020000,41.478781,3.250416,13.543260,2.322504,-1.058293,-0.060157,3.699498
0.020000,41.439722,3.226069,13.589286,2.301310,-1.059690,-0.069859,3.698489
0.020000,41.400999,3.201986,13.634887,2.280084,-1.061325,-0.081731,3.697470
0.020000,41.362612,3.178166,13.680064,2.258829,-1.062745,-0.071019,3.696444
0.020000,41.324562,3.154610,13.724815,2.237558,-1.063555,-0.040471,3.695409
0.020000,41.286851,3.131317,13.769140,2.216249,-1.065433,-0.093926,3.694368
0.020000,41.249478,3.108288,13.813038,2.194913,-1.066814,-0.069062,3.693320
0.020000,41.212445,3.085522,13.856510,2.173562,-1.067540,-0.036297,3.692266
0.020000,41.175753,3.063018,13.899553,2.152169,-1.069628,-0.104378,3.691206
0.020000,41.139402,3.040777,13.942168,2.130764,-1.070258,-0.031508,3.690141
0.020000,41.103393,3.018798,13.984355,2.109322,-1.072107,-0.092438,3.689071
0.020000,41.067727,2.997081,14.026112,2.087864,-1.072919,-0.040592,3.687997
0.020000,41.032406,2.975626,14.067439,2.066370,-1.074683,-0.088204,3.686919
0.020000,40.997429,2.954431,14.108337,2.044863,-1.075331,-0.032400,3.685838
0.020000,40.962798,2.933498,14.148803,2.023318,-1.077293,-0.098090,3.684755
0.020000,40.928513,2.912824,14.188838,2.001761,-1.077814,-0.026083,3.683669
0.020000,40.894576,2.892411,14.228442,1.980171,-1.079519,-0.085260,3.682581
0.020000,40.860988,2.872256,14.267613,1.958554,-1.080840,-0.066002,3.681492
0.020000,40.827749,2.852361,14.306351,1.936926,-1.081382,-0.027132,3.680402
0.020000,40.794860,2.832724,14.344657,1.915264,-1.083141,-0.087936,3.679311
0.020000,40.762322,2.813345,14.382528,1.893577,-1.084318,-0.058873,3.678220
0.020000,40.730137,2.794223,14.419965,1.871869,-1.085401,-0.054141,3.677130
0.020000,40.698304,2.775357,14.456968,1.850146,-1.086182,-0.039035,3.676041
0.020000,40.666826,2.756748,14.493536,1.828391,-1.087730,-0.077423,3.674952
0.020000,40.635702,2.738394,14.529668,1.806614,-1.088834,-0.055167,3.673866
0.020000,40.604934,2.720295,14.565365,1.784816,-1.089929,-0.054782,3.672782
0.020000,40.574523,2.702450,14.600625,1.762995,-1.091017,-0.054397,3.671700
0.020000,40.544470,2.684859,14.635448,1.741153,-1.092097,-0.054011,3.670621
0.020000,40.514776,2.667521,14.669834,1.719290,-1.093170,-0.053624,3.669545
0.020000,40.485441,2.650434,14.703782,1.697405,-1.094235,-0.053234,3.668473
0.020000,40.456467,2.633600,14.737292,1.675500,-1.095291,-0.052840,3.667406
0.020000,40.427854,2.617016,14.770363,1.653573,-1.096340,-0.052441,3.666343
0.020000,40.399603,2.600682,14.802996,1.631625,-1.097381,-0.052036,3.665284
0.020000,40.371716,2.584597,14.835189,1.609657,-1.098413,-0.051625,3.664232
0.020000,40.344194,2.568762,14.866942,1.587668,-1.099438,-0.051205,3.663184
0.020000,40.317036,2.553174,14.898255,1.565659,-1.100453,-0.050776,3.662143
0.020000,40.290245,2.537833,14.929128,1.543630,-1.101460,-0.050338,3.661109
0.020000,40.263820,2.522738,14.959560,1.521582,-1.102386,-0.046332,3.660081
0.020000,40.237764,2.507889,14.989550,1.499521,-1.103036,-0.032480,3.659060
0.020000,40.212077,2.493285,15.019099,1.477434,-1.104374,-0.066910,3.658047
0.020000,40.186759,2.478925,15.048205,1.455327,-1.105345,-0.048536,3.657042
0.020000,40.161812,2.464808,15.076869,1.433205,-1.106091,-0.037309,3.656045
0.020000,40.137237,2.450934,15.105091,1.411070,-1.106780,-0.034431,3.655056
0.020000,40.113034,2.437301,15.132869,1.388907,-1.108150,-0.068534,3.654076
0.020000,40.089205,2.423909,15.160203,1.366732,-1.108706,-0.027775,3.653106
0.020000,40.065750,2.410757,15.187094,1.344542,-1.109536,-0.041496,3.652145
0.020000,40.042669,2.397845,15.213541,1.322326,-1.110798,-0.063091,3.651194
0.020000,40.019965,2.385171,15.239543,1.300108,-1.110897,-0.004976,3.650253
0.020000,39.997638,2.372735,15.265100,1.277855,-1.112616,-0.085934,3.649323
0.020000,39.975688,2.360536,15.290212,1.255606,-1.112470,0.007279,3.648403
0.020000,39.954117,2.348572,15.314879,1.233322,-1.114194,-0.086173,3.647495
0.020000,39.932925,2.336845,15.339099,1.211039,-1.114163,0.001549,3.646598
